Order_Date,Country,City,Category,Sub_Category,Segment,Sales_Channel,Payment_Mode,Sales,Quantity,Discount,Profit
2021-04-25,Canada,Toronto,Clothing,Chairs,Consumer,Offline,Cash,4626.61,9,0.16,155.77
2024-06-20,UK,Manchester,Furniture,Chairs,Consumer,Offline,Net Banking,1154.46,14,0.16,98.35
2024-11-04,Australia,Melbourne,Furniture,Chairs,Home Office,Offline,Net Banking,4951.39,7,0.02,-146.67
2022-04-17,Canada,Toronto,Electronics,Snacks,Home Office,Online,Card,4391.09,12,0.24,-132.98
2021-07-16,India,Mumbai,Sports,Snacks,Home Office,Online,Net Banking,4322.97,9,0.17,-639.26
2023-12-10,Canada,Montreal,Clothing,Shirts,Consumer,Online,Net Banking,205.69,14,0.23,24.25
2023-12-24,Germany,Berlin,Clothing,Fitness,Corporate,Offline,Card,2516.63,14,0.29,-300.26
2021-01-22,India,Delhi,Groceries,Cosmetics,Corporate,Online,UPI,218.81,14,0.27,-2.06
2023-11-21,UAE,Dubai,Furniture,Snacks,Corporate,Online,Card,2068.42,5,0.28,800.07
2022-10-02,UAE,Dubai,Electronics,Phones,Home Office,Offline,Cash,4558.47,2,0.24,1340.01
2021-08-30,UK,London,Beauty,Chairs,Home Office,Offline,Card,3961.59,3,0.11,580.63
2022-04-03,USA,New York,Beauty,Shirts,Consumer,Online,Card,959.35,13,0.01,-54.61
2023-03-07,UK,Birmingham,Beauty,Chairs,Home Office,Offline,Net Banking,993.74,12,0.26,-111.02
2021-05-23,India,Mumbai,Groceries,Shirts,Corporate,Offline,Cash,2994.56,11,0.01,-163.84
2022-07-21,Germany,Berlin,Sports,Cosmetics,Home Office,Online,Cash,716.31,9,0.06,-8.85
2022-05-17,UK,London,Electronics,Cosmetics,Home Office,Offline,Cash,1999.7,2,0.14,-226.24
2023-08-23,UK,Manchester,Furniture,Cosmetics,Home Office,Offline,Cash,1384.95,1,0.03,252.97
2023-01-15,UK,London,Groceries,Snacks,Corporate,Online,UPI,2224.25,13,0.23,-323.13
2024-04-14,Canada,Montreal,Clothing,Fitness,Corporate,Online,UPI,3016.93,14,0.19,345.44
2021-07-08,USA,New York,Electronics,Shirts,Corporate,Offline,Card,1029.18,13,0.01,-82.9
2024-09-25,France,Nice,Electronics,Snacks,Home Office,Offline,Card,1836.73,1,0.27,490.85
2021-09-21,France,Nice,Clothing,Chairs,Home Office,Online,Net Banking,1101.19,7,0.23,-106.2
2024-01-05,USA,Los Angeles,Clothing,Phones,Home Office,Online,Net Banking,1281.6,1,0.01,489.27
2024-12-16,UK,Manchester,Groceries,Chairs,Corporate,Offline,UPI,792.47,14,0.12,305.27
2022-04-15,Germany,Munich,Clothing,Chairs,Home Office,Offline,Net Banking,4247.44,3,0.26,95.62
2024-07-31,UK,Manchester,Furniture,Phones,Consumer,Offline,UPI,2139.94,1,0.01,-394.24
2023-09-02,Canada,Vancouver,Beauty,Phones,Consumer,Offline,Cash,2594.55,7,0.1,-84.64
2023-11-09,France,Paris,Furniture,Fitness,Consumer,Offline,Cash,3825.07,9,0.1,-631.16
2023-01-22,UK,London,Electronics,Shirts,Corporate,Online,Net Banking,2128.68,2,0.17,813.23
2024-12-05,Australia,Sydney,Electronics,Shirts,Corporate,Offline,Net Banking,2250.58,5,0.25,-259.74
2021-05-27,Canada,Montreal,Sports,Phones,Home Office,Online,Card,4092.36,8,0.1,792.56
2021-04-21,France,Paris,Electronics,Cosmetics,Consumer,Offline,Net Banking,860.01,5,0.24,-9.89
2023-11-18,France,Nice,Sports,Snacks,Corporate,Offline,UPI,2314.56,10,0.19,-328.85
2024-10-20,India,Mumbai,Sports,Cosmetics,Consumer,Offline,Card,1695.46,1,0.22,55.81
2023-10-15,Canada,Toronto,Electronics,Snacks,Corporate,Offline,UPI,2366.88,11,0.19,235.14
2023-11-13,UAE,Sharjah,Electronics,Cosmetics,Corporate,Online,Card,2679.22,11,0.22,402.82
2023-01-23,Canada,Montreal,Furniture,Cosmetics,Consumer,Offline,Net Banking,3607.16,7,0.26,-223.45
2021-08-26,Canada,Toronto,Clothing,Cosmetics,Consumer,Online,Card,997.38,13,0.13,-64.23
2023-12-09,India,Mumbai,Clothing,Snacks,Home Office,Offline,UPI,3783.57,13,0.25,228.3
2023-09-15,Canada,Montreal,Clothing,Chairs,Consumer,Offline,UPI,2577.45,9,0.03,0.9
2024-03-14,Canada,Montreal,Clothing,Snacks,Home Office,Offline,UPI,3288.55,10,0.12,-655.93
2022-03-25,Germany,Berlin,Clothing,Shirts,Consumer,Online,Net Banking,4061.74,10,0.12,337.23
2023-11-28,USA,New York,Beauty,Shirts,Home Office,Online,UPI,3638.93,3,0.17,-340.26
2023-01-17,USA,Chicago,Groceries,Cosmetics,Corporate,Offline,Cash,2652.23,12,0.04,-6.11
2023-11-18,Germany,Munich,Electronics,Snacks,Corporate,Online,Card,1275.31,5,0.09,68.82
2023-08-15,UAE,Abu Dhabi,Clothing,Fitness,Corporate,Online,UPI,3112.43,13,0.0,-140.62
2021-04-16,USA,Chicago,Beauty,Cosmetics,Corporate,Online,Card,1944.45,8,0.14,608.91
2024-02-08,UK,Manchester,Electronics,Cosmetics,Home Office,Offline,Card,1799.01,10,0.05,117.53
2024-03-18,France,Paris,Groceries,Cosmetics,Home Office,Online,Net Banking,156.0,14,0.28,62.37
2024-12-28,UAE,Abu Dhabi,Furniture,Fitness,Corporate,Offline,Net Banking,4047.46,3,0.06,-215.1
2022-09-24,France,Paris,Sports,Chairs,Consumer,Online,Card,642.83,7,0.06,84.57
2023-10-03,Canada,Vancouver,Clothing,Shirts,Corporate,Offline,Net Banking,1551.35,10,0.05,338.33
2022-03-16,UK,London,Electronics,Phones,Consumer,Online,UPI,2286.04,6,0.09,782.26
2024-11-21,UK,London,Sports,Cosmetics,Consumer,Offline,UPI,3981.97,4,0.26,1384.19
2023-05-16,Germany,Berlin,Beauty,Snacks,Home Office,Offline,Net Banking,1717.39,13,0.08,609.04
2021-09-27,Australia,Sydney,Sports,Cosmetics,Consumer,Online,Card,488.88,3,0.23,72.77
2021-08-10,Germany,Berlin,Sports,Cosmetics,Home Office,Online,Net Banking,4928.0,14,0.23,614.06
2022-09-18,UK,Birmingham,Clothing,Cosmetics,Consumer,Offline,Net Banking,1286.8,8,0.19,367.85
2024-02-06,USA,Los Angeles,Groceries,Phones,Consumer,Online,Cash,674.66,14,0.04,34.86
2022-12-23,Australia,Perth,Clothing,Snacks,Consumer,Online,UPI,321.15,1,0.11,38.35
2024-09-28,USA,New York,Sports,Shirts,Corporate,Offline,Cash,3384.38,13,0.16,1297.43
2023-09-05,Germany,Berlin,Beauty,Snacks,Home Office,Offline,UPI,1734.85,13,0.27,-207.31
2023-05-01,UAE,Sharjah,Sports,Shirts,Consumer,Online,Net Banking,4780.67,6,0.12,1257.38
2023-05-18,Canada,Montreal,Beauty,Phones,Home Office,Offline,Card,794.45,11,0.3,-132.64
2024-02-17,UAE,Abu Dhabi,Electronics,Shirts,Consumer,Offline,Card,3722.98,7,0.2,20.54
2021-09-28,Germany,Berlin,Beauty,Cosmetics,Home Office,Offline,Card,3902.53,9,0.21,1282.74
2022-09-25,USA,Los Angeles,Beauty,Phones,Home Office,Offline,Cash,2366.86,11,0.25,489.46
2024-10-21,UAE,Sharjah,Electronics,Shirts,Consumer,Offline,Net Banking,1016.07,2,0.25,281.73
2021-07-26,Canada,Vancouver,Clothing,Chairs,Corporate,Offline,UPI,3806.18,14,0.09,3.9
2021-11-05,Australia,Melbourne,Furniture,Shirts,Consumer,Online,Net Banking,2139.44,2,0.1,507.12
2024-06-08,Germany,Berlin,Furniture,Phones,Corporate,Offline,Cash,486.51,6,0.08,-75.44
2022-03-30,UK,Manchester,Groceries,Chairs,Consumer,Offline,Net Banking,1919.74,5,0.03,-309.39
2021-08-17,UAE,Sharjah,Sports,Chairs,Home Office,Offline,Net Banking,2676.12,8,0.15,393.2
2024-04-24,India,Mumbai,Clothing,Shirts,Home Office,Online,Net Banking,132.59,9,0.04,45.39
2024-11-04,Canada,Vancouver,Groceries,Cosmetics,Home Office,Online,Net Banking,4128.08,1,0.07,931.63
2023-03-26,UK,Birmingham,Furniture,Chairs,Consumer,Offline,Cash,3278.04,3,0.09,1153.08
2021-08-17,Australia,Sydney,Furniture,Phones,Corporate,Offline,UPI,2573.03,9,0.06,-132.55
2023-10-24,France,Nice,Electronics,Cosmetics,Corporate,Online,Card,642.22,5,0.12,-106.98
2023-03-22,France,Lyon,Groceries,Shirts,Home Office,Online,Card,388.77,4,0.08,59.07
2023-03-07,India,Bangalore,Electronics,Phones,Corporate,Online,UPI,3706.11,7,0.13,-573.59
2024-01-20,Germany,Munich,Sports,Phones,Corporate,Online,UPI,3637.15,4,0.15,1041.6
2023-02-27,Canada,Montreal,Beauty,Snacks,Home Office,Offline,UPI,1487.17,9,0.04,586.89
2021-11-25,India,Bangalore,Beauty,Snacks,Home Office,Offline,Card,1709.12,7,0.22,-321.86
2024-08-02,UK,London,Furniture,Cosmetics,Consumer,Online,UPI,3091.65,9,0.02,1092.21
2024-01-08,India,Mumbai,Groceries,Phones,Corporate,Offline,Card,3495.9,5,0.11,1155.6
2022-10-10,France,Paris,Groceries,Phones,Corporate,Online,UPI,1914.35,14,0.11,-169.21
2022-07-24,UAE,Dubai,Sports,Chairs,Home Office,Online,Net Banking,2509.54,14,0.24,599.19
2021-12-23,UAE,Abu Dhabi,Clothing,Cosmetics,Consumer,Offline,Net Banking,342.51,2,0.24,-67.43
2021-03-21,India,Delhi,Beauty,Shirts,Consumer,Offline,Net Banking,3632.0,8,0.13,337.57
2022-08-03,India,Delhi,Beauty,Snacks,Home Office,Offline,Net Banking,1115.44,2,0.18,-6.04
2023-11-19,France,Paris,Electronics,Chairs,Home Office,Online,Net Banking,1701.19,13,0.25,28.46
2022-12-21,India,Bangalore,Clothing,Shirts,Corporate,Online,Cash,1922.0,7,0.1,388.9
2023-04-15,India,Mumbai,Sports,Chairs,Consumer,Offline,UPI,1514.73,14,0.15,465.97
2023-05-10,USA,New York,Sports,Phones,Home Office,Offline,Cash,3115.9,7,0.27,950.34
2022-12-06,India,Delhi,Sports,Shirts,Corporate,Online,Card,1344.71,14,0.11,-220.38
2021-01-30,France,Paris,Sports,Cosmetics,Home Office,Online,Net Banking,531.71,2,0.1,166.46
2023-02-14,Australia,Perth,Sports,Fitness,Home Office,Online,UPI,4723.45,5,0.0,1592.49
2023-10-16,UAE,Abu Dhabi,Clothing,Snacks,Consumer,Online,Card,1594.38,10,0.18,567.59
2022-09-29,USA,Chicago,Furniture,Phones,Corporate,Offline,UPI,2700.92,1,0.07,571.12
2023-07-02,France,Lyon,Electronics,Cosmetics,Home Office,Online,Cash,4567.68,5,0.16,176.26
2021-10-19,India,Delhi,Groceries,Snacks,Consumer,Online,Cash,1505.73,10,0.12,-116.49
2023-04-30,France,Nice,Beauty,Phones,Consumer,Online,Net Banking,2240.44,3,0.2,-39.08
2022-10-21,France,Nice,Furniture,Cosmetics,Corporate,Online,UPI,2980.21,2,0.29,901.26
2021-09-18,France,Nice,Sports,Chairs,Corporate,Offline,Net Banking,2312.07,6,0.11,-462.0
2023-12-13,Canada,Vancouver,Clothing,Chairs,Consumer,Offline,Cash,2978.31,6,0.17,-362.19
2024-04-25,Germany,Berlin,Furniture,Chairs,Consumer,Online,Card,2261.7,10,0.17,63.5
2022-05-12,UK,London,Groceries,Fitness,Corporate,Online,Cash,3793.17,11,0.03,430.23
2021-05-31,USA,Chicago,Beauty,Cosmetics,Consumer,Offline,UPI,2642.9,11,0.11,354.79
2023-11-10,France,Lyon,Furniture,Shirts,Consumer,Offline,Card,4314.38,7,0.19,382.21
2021-03-07,India,Mumbai,Clothing,Fitness,Home Office,Online,Cash,109.6,10,0.17,10.88
2024-11-23,France,Lyon,Sports,Cosmetics,Corporate,Online,Card,2991.25,11,0.05,-302.06
2022-07-23,France,Nice,Clothing,Snacks,Consumer,Online,Net Banking,4137.83,9,0.22,1368.03
2021-05-25,Australia,Perth,Electronics,Phones,Corporate,Online,Cash,1654.2,1,0.25,-323.88
2022-08-04,India,Delhi,Groceries,Shirts,Consumer,Offline,Card,4943.61,6,0.17,-281.62
2021-07-22,India,Delhi,Beauty,Chairs,Corporate,Offline,Net Banking,869.98,7,0.24,57.06
2024-05-30,Australia,Melbourne,Furniture,Cosmetics,Corporate,Offline,UPI,2386.09,10,0.06,946.69
2022-12-10,Canada,Toronto,Furniture,Snacks,Consumer,Offline,Net Banking,4376.32,5,0.01,561.71
2021-06-10,USA,New York,Sports,Fitness,Consumer,Offline,Card,673.69,14,0.04,170.88
2024-08-18,Canada,Vancouver,Clothing,Snacks,Corporate,Online,Net Banking,4466.74,13,0.18,-557.52
2021-05-23,UK,Birmingham,Electronics,Cosmetics,Consumer,Online,Cash,4470.82,4,0.28,85.59
2024-06-28,UK,Manchester,Sports,Phones,Corporate,Online,Card,3584.0,13,0.1,-408.35
2023-12-06,USA,Los Angeles,Groceries,Snacks,Consumer,Offline,Cash,2227.87,12,0.24,-113.22
2022-11-04,Germany,Munich,Groceries,Shirts,Consumer,Online,Card,2662.94,11,0.04,216.75
2024-12-07,UAE,Dubai,Sports,Cosmetics,Corporate,Offline,Cash,3001.08,9,0.14,-237.93
2021-07-27,France,Lyon,Sports,Phones,Corporate,Online,Card,4129.54,3,0.16,977.65
2024-10-26,USA,Chicago,Sports,Phones,Consumer,Offline,Net Banking,3825.73,6,0.17,363.57
2022-10-11,France,Paris,Sports,Chairs,Home Office,Online,Net Banking,4776.89,4,0.06,1756.0
2022-06-11,Canada,Montreal,Beauty,Cosmetics,Home Office,Offline,Cash,1556.33,2,0.0,-31.13
2023-11-10,India,Mumbai,Furniture,Cosmetics,Home Office,Offline,Cash,4038.58,3,0.01,-226.11
2021-12-11,France,Lyon,Electronics,Chairs,Home Office,Online,Net Banking,1473.12,1,0.12,85.92
2024-04-28,India,Delhi,Groceries,Fitness,Home Office,Online,UPI,133.47,11,0.2,44.74
2021-02-07,India,Bangalore,Groceries,Chairs,Consumer,Online,Net Banking,3135.36,6,0.07,927.34
2024-02-07,France,Lyon,Sports,Shirts,Consumer,Online,Net Banking,3475.8,6,0.22,638.44
2023-10-21,India,Mumbai,Electronics,Phones,Corporate,Online,Card,4309.82,12,0.03,-390.27
2023-01-05,USA,Chicago,Sports,Snacks,Consumer,Offline,Net Banking,2161.51,11,0.09,-214.73
2022-11-03,USA,Los Angeles,Clothing,Fitness,Home Office,Offline,UPI,1583.44,7,0.1,382.5
2024-09-11,Australia,Sydney,Sports,Phones,Corporate,Online,Net Banking,4811.57,1,0.09,452.93
2021-09-29,Canada,Vancouver,Clothing,Snacks,Corporate,Online,Card,4202.6,7,0.26,233.63
2021-10-09,UK,Manchester,Beauty,Fitness,Corporate,Online,UPI,752.2,7,0.24,-111.98
2023-09-29,Canada,Montreal,Furniture,Snacks,Home Office,Offline,UPI,3510.1,9,0.21,380.83
2024-04-02,Germany,Munich,Clothing,Phones,Corporate,Online,Net Banking,4152.61,2,0.06,327.76
2024-04-13,Australia,Sydney,Furniture,Cosmetics,Consumer,Offline,Card,2678.16,3,0.29,-429.82
2023-08-19,Australia,Melbourne,Clothing,Chairs,Home Office,Online,Card,4375.82,13,0.03,-62.56
2022-03-16,Germany,Munich,Electronics,Chairs,Corporate,Offline,Net Banking,2065.5,13,0.16,-21.1
2022-10-20,UAE,Abu Dhabi,Clothing,Snacks,Home Office,Online,Card,396.62,12,0.25,-27.22
2022-04-13,France,Nice,Sports,Fitness,Corporate,Online,Card,231.23,12,0.2,65.65
2024-09-02,Australia,Perth,Furniture,Cosmetics,Home Office,Offline,Card,3208.94,9,0.11,363.08
2021-11-10,Australia,Melbourne,Sports,Shirts,Home Office,Online,Net Banking,3400.88,11,0.14,-157.91
2021-10-30,Australia,Perth,Furniture,Phones,Home Office,Online,Net Banking,1565.99,11,0.12,-279.37
2021-02-16,Germany,Berlin,Furniture,Fitness,Corporate,Online,Net Banking,2634.56,5,0.01,603.09
2023-05-24,UAE,Sharjah,Furniture,Phones,Home Office,Online,Cash,2713.93,3,0.03,-89.15
2024-10-10,Australia,Melbourne,Clothing,Chairs,Consumer,Online,Card,2496.15,1,0.17,-409.97
2021-07-03,Canada,Toronto,Beauty,Fitness,Corporate,Online,UPI,127.92,5,0.04,20.2
2023-12-14,France,Lyon,Electronics,Fitness,Home Office,Offline,Cash,1308.17,11,0.07,425.47
2021-08-05,Canada,Vancouver,Electronics,Phones,Corporate,Offline,Net Banking,399.84,4,0.23,-20.7
2022-04-18,Australia,Sydney,Sports,Shirts,Corporate,Offline,Net Banking,3880.15,5,0.19,189.96
2021-01-26,USA,New York,Electronics,Phones,Corporate,Offline,UPI,3509.9,11,0.07,458.83
2021-01-30,UAE,Abu Dhabi,Electronics,Cosmetics,Consumer,Online,Card,4174.32,1,0.21,-116.15
2022-03-27,Australia,Sydney,Sports,Fitness,Consumer,Online,UPI,1170.26,4,0.25,382.36
2022-10-04,Canada,Vancouver,Furniture,Cosmetics,Corporate,Offline,Net Banking,2955.52,7,0.0,788.16
2022-01-01,Germany,Berlin,Groceries,Chairs,Consumer,Offline,Card,1575.66,10,0.1,332.81
2023-08-13,India,Bangalore,Groceries,Chairs,Corporate,Offline,Net Banking,3030.31,7,0.24,-505.93
2021-06-19,Australia,Sydney,Groceries,Cosmetics,Consumer,Online,Net Banking,4725.79,1,0.3,-472.72
2023-01-15,Germany,Berlin,Clothing,Cosmetics,Corporate,Online,Net Banking,4096.78,14,0.3,1499.92
2022-02-13,UAE,Sharjah,Groceries,Phones,Consumer,Online,Cash,2067.06,10,0.26,689.63
2021-03-14,Canada,Montreal,Clothing,Phones,Consumer,Offline,Card,686.66,4,0.01,146.44
2021-04-08,Germany,Hamburg,Electronics,Phones,Corporate,Offline,Cash,3255.52,9,0.06,593.89
2021-10-28,UAE,Sharjah,Clothing,Shirts,Home Office,Offline,Cash,1537.41,9,0.19,347.12
2023-09-02,France,Paris,Furniture,Snacks,Home Office,Online,UPI,2838.68,8,0.24,907.28
2024-05-21,India,Delhi,Clothing,Phones,Consumer,Online,Net Banking,3088.06,6,0.08,1094.73
2022-05-27,Canada,Montreal,Beauty,Shirts,Consumer,Offline,Net Banking,3310.97,6,0.02,-438.36
2024-09-06,USA,New York,Beauty,Cosmetics,Home Office,Offline,Net Banking,2546.8,6,0.08,-415.73
2021-12-23,UAE,Sharjah,Beauty,Shirts,Consumer,Offline,Cash,3765.83,12,0.05,940.5
2021-05-18,Australia,Melbourne,Beauty,Shirts,Consumer,Online,Net Banking,4277.57,12,0.09,727.14
2024-12-12,Germany,Munich,Groceries,Phones,Home Office,Online,UPI,2723.24,12,0.12,-128.61
2024-10-24,France,Nice,Groceries,Snacks,Consumer,Offline,Card,4575.53,11,0.14,206.55
2021-08-03,Australia,Sydney,Groceries,Chairs,Consumer,Offline,Card,967.78,5,0.04,-39.46
2023-06-01,USA,New York,Sports,Chairs,Consumer,Offline,Card,466.0,8,0.09,-84.04
2021-10-31,France,Nice,Sports,Fitness,Home Office,Online,Card,1661.66,12,0.03,507.46
2021-03-19,Canada,Toronto,Furniture,Phones,Home Office,Offline,Net Banking,602.36,10,0.07,230.85
2022-06-05,UK,Manchester,Groceries,Cosmetics,Home Office,Offline,Cash,788.31,14,0.13,-136.2
2022-07-28,UAE,Sharjah,Sports,Snacks,Home Office,Online,Card,2841.42,14,0.08,72.03
2024-10-07,India,Delhi,Furniture,Chairs,Consumer,Offline,Card,2364.6,7,0.13,194.52
2024-01-10,India,Mumbai,Clothing,Phones,Home Office,Offline,Cash,2763.98,4,0.07,1058.06
2022-12-07,France,Paris,Clothing,Cosmetics,Home Office,Online,UPI,1481.85,14,0.03,-42.54
2021-01-10,India,Bangalore,Furniture,Shirts,Home Office,Offline,Cash,3300.92,6,0.24,794.97
2022-06-08,UAE,Abu Dhabi,Sports,Chairs,Consumer,Offline,Net Banking,498.25,3,0.3,-11.0
2021-03-03,UK,London,Clothing,Shirts,Consumer,Offline,Card,4929.3,13,0.07,1615.78
2024-08-07,India,Bangalore,Clothing,Snacks,Corporate,Online,Card,4464.75,10,0.21,966.58
2024-08-17,Australia,Melbourne,Furniture,Phones,Home Office,Online,Cash,3295.08,9,0.09,637.89
2022-09-14,UAE,Sharjah,Electronics,Phones,Consumer,Offline,Cash,4083.63,14,0.16,1424.05
2021-02-13,UAE,Sharjah,Clothing,Snacks,Corporate,Online,Cash,2906.36,9,0.28,-38.82
2022-04-06,Australia,Perth,Beauty,Fitness,Corporate,Online,Net Banking,150.29,7,0.07,34.61
2022-04-18,Germany,Berlin,Furniture,Shirts,Consumer,Offline,UPI,1011.69,4,0.15,-145.98
2024-08-01,UAE,Sharjah,Clothing,Cosmetics,Home Office,Offline,UPI,4584.21,3,0.1,-760.23
2023-05-16,France,Nice,Furniture,Snacks,Home Office,Online,Cash,4660.12,8,0.03,-652.66
2023-11-13,France,Paris,Sports,Phones,Corporate,Offline,Cash,1996.35,12,0.14,546.85
2024-08-18,France,Lyon,Clothing,Fitness,Home Office,Offline,UPI,2409.46,5,0.24,399.29
2024-02-07,USA,Los Angeles,Clothing,Snacks,Consumer,Offline,UPI,4917.64,10,0.21,725.04
2022-04-08,UAE,Sharjah,Furniture,Cosmetics,Home Office,Offline,Card,1550.59,7,0.07,586.4
2024-04-03,Canada,Vancouver,Beauty,Chairs,Consumer,Offline,Card,2067.34,9,0.15,55.29
2023-08-14,Australia,Perth,Beauty,Phones,Home Office,Online,Card,3336.64,11,0.04,466.16
2021-09-22,Canada,Vancouver,Furniture,Snacks,Home Office,Online,Cash,741.41,8,0.27,248.37
2022-03-26,UK,London,Sports,Phones,Home Office,Offline,Cash,2570.96,7,0.16,167.94
2023-11-28,USA,Chicago,Furniture,Chairs,Corporate,Offline,Card,4681.75,3,0.14,1266.16
2022-11-21,France,Lyon,Furniture,Shirts,Home Office,Online,UPI,796.31,6,0.28,-38.99
2022-12-27,Germany,Munich,Sports,Cosmetics,Corporate,Online,UPI,3959.35,1,0.06,262.55
2024-02-05,USA,Chicago,Clothing,Shirts,Consumer,Online,Net Banking,1084.59,4,0.25,400.39
2022-09-22,Australia,Melbourne,Sports,Snacks,Corporate,Offline,Card,4892.47,13,0.01,1042.48
2022-12-01,UAE,Dubai,Clothing,Cosmetics,Consumer,Offline,Card,465.89,5,0.13,-44.0
2022-11-30,Canada,Montreal,Groceries,Cosmetics,Home Office,Online,Card,2456.57,5,0.13,-314.01
2023-12-15,UK,Manchester,Beauty,Cosmetics,Home Office,Online,Cash,2655.03,9,0.25,-122.81
2022-06-04,Canada,Toronto,Groceries,Chairs,Home Office,Online,Net Banking,2190.49,6,0.09,374.77
2024-06-05,UK,Birmingham,Furniture,Fitness,Consumer,Offline,Card,4347.17,6,0.14,525.31
2024-03-23,Germany,Berlin,Groceries,Cosmetics,Consumer,Online,Cash,1088.51,13,0.03,-214.35
2021-03-26,UK,London,Sports,Cosmetics,Consumer,Online,Net Banking,4706.0,3,0.2,-314.34
2024-02-04,USA,Chicago,Beauty,Chairs,Home Office,Online,Net Banking,629.36,8,0.22,-10.68
2021-09-14,UAE,Sharjah,Beauty,Cosmetics,Home Office,Online,Card,3193.58,14,0.16,1060.29
2023-04-11,Canada,Vancouver,Beauty,Fitness,Consumer,Offline,Cash,2808.4,6,0.02,893.73
2023-06-21,Germany,Berlin,Sports,Fitness,Corporate,Offline,Card,2520.06,11,0.26,319.26
2024-01-01,Germany,Munich,Furniture,Snacks,Home Office,Offline,Card,3048.32,5,0.25,603.87
2021-04-21,France,Lyon,Beauty,Shirts,Corporate,Offline,Card,546.88,9,0.18,181.12
2021-09-13,USA,New York,Furniture,Shirts,Corporate,Online,Net Banking,2650.27,6,0.16,346.94
2023-04-13,UAE,Dubai,Sports,Phones,Consumer,Offline,Card,1981.85,3,0.21,382.85
2023-12-31,UAE,Dubai,Groceries,Phones,Home Office,Online,UPI,2215.0,3,0.29,-184.25
2024-03-11,Canada,Montreal,Furniture,Shirts,Corporate,Online,Card,4489.62,5,0.17,1030.76
2022-09-08,UK,London,Clothing,Snacks,Consumer,Online,Card,910.15,3,0.27,-142.97
2021-04-18,Canada,Toronto,Beauty,Snacks,Consumer,Online,Net Banking,1834.35,12,0.24,526.29
2022-12-11,Australia,Sydney,Sports,Fitness,Corporate,Online,UPI,1017.23,11,0.18,277.85
2024-10-24,Germany,Berlin,Groceries,Chairs,Corporate,Offline,Card,1402.54,3,0.21,451.95
2024-07-31,UAE,Dubai,Furniture,Shirts,Home Office,Online,Net Banking,4860.74,6,0.13,245.77
2022-08-18,Canada,Vancouver,Electronics,Shirts,Home Office,Online,Net Banking,3713.35,8,0.24,1086.05
2022-07-20,France,Paris,Beauty,Phones,Home Office,Online,Net Banking,4728.33,3,0.11,576.48
2023-08-21,Australia,Melbourne,Groceries,Snacks,Corporate,Online,UPI,334.47,14,0.14,115.11
2023-12-18,India,Bangalore,Clothing,Fitness,Home Office,Online,Card,1536.24,11,0.13,-89.65
2021-03-14,USA,Chicago,Beauty,Snacks,Corporate,Offline,Card,2722.47,8,0.22,-358.88
2023-02-04,Canada,Montreal,Sports,Chairs,Consumer,Offline,Net Banking,302.54,10,0.23,-44.03
2022-01-12,Canada,Toronto,Clothing,Chairs,Corporate,Online,UPI,798.41,4,0.27,42.94
2021-10-09,France,Paris,Furniture,Cosmetics,Corporate,Online,Card,1078.72,9,0.08,17.66
2023-08-27,UAE,Sharjah,Beauty,Snacks,Home Office,Online,Card,3880.14,8,0.01,648.68
2024-01-09,UAE,Dubai,Beauty,Shirts,Home Office,Offline,Net Banking,4333.61,13,0.26,528.12
2021-12-17,UAE,Sharjah,Sports,Fitness,Home Office,Online,Card,2992.88,2,0.24,979.83
2022-02-14,France,Paris,Electronics,Phones,Home Office,Offline,UPI,2180.78,7,0.09,779.87
2024-07-24,India,Bangalore,Groceries,Chairs,Home Office,Online,UPI,4816.13,8,0.12,1439.82
2021-03-28,UAE,Abu Dhabi,Electronics,Chairs,Corporate,Online,Net Banking,1085.72,2,0.28,151.9
2022-11-15,Canada,Vancouver,Groceries,Fitness,Corporate,Online,Cash,2701.02,4,0.01,262.94
2022-05-08,India,Bangalore,Furniture,Snacks,Consumer,Offline,Card,991.04,2,0.11,27.94
2021-01-26,UK,Birmingham,Electronics,Cosmetics,Corporate,Offline,Net Banking,1427.82,12,0.13,265.3
2021-04-27,Canada,Montreal,Electronics,Shirts,Consumer,Offline,UPI,1296.55,4,0.1,386.01
2022-04-26,France,Lyon,Beauty,Phones,Corporate,Offline,UPI,2308.16,10,0.28,376.53
2023-10-25,UAE,Abu Dhabi,Sports,Cosmetics,Corporate,Online,Net Banking,4558.71,13,0.15,-905.73
2021-08-31,Canada,Toronto,Sports,Snacks,Consumer,Online,Net Banking,3486.67,11,0.29,1271.49
2021-01-08,Canada,Montreal,Beauty,Snacks,Home Office,Offline,Card,2019.47,1,0.13,-95.15
2024-02-07,India,Mumbai,Furniture,Cosmetics,Corporate,Online,Net Banking,1629.7,4,0.26,-54.18
2022-02-15,India,Delhi,Clothing,Phones,Home Office,Offline,Net Banking,1164.74,7,0.21,252.29
2022-12-30,UAE,Dubai,Clothing,Shirts,Home Office,Offline,Card,2101.89,14,0.14,167.9
2022-02-10,UAE,Sharjah,Groceries,Chairs,Home Office,Offline,UPI,1787.23,8,0.01,678.75
2022-12-03,Canada,Montreal,Electronics,Shirts,Corporate,Offline,Cash,3797.61,9,0.2,-388.25
2022-10-05,Canada,Montreal,Electronics,Fitness,Consumer,Online,UPI,1237.76,7,0.13,-39.36
2023-03-26,India,Delhi,Sports,Cosmetics,Corporate,Online,UPI,421.71,10,0.25,62.77
